Worker ID,Date,Raw Effort,Application,Repo,Task id
43383387,13/08/2015,66.03,Application 34,Repo 127,
43383387,14/08/2015,97.5,Application 34,Repo 127,
43383387,18/08/2015,89.12,Application 34,Repo 127,
43383387,19/08/2015,21.81,Application 34,Repo 127,
43383387,20/08/2015,11.86,Application 34,Repo 127,
43383387,21/08/2015,53.49,Application 34,Repo 127,
43383387,24/08/2015,14.38,Application 34,Repo 127,
43383387,25/08/2015,45.3,Application 34,Repo 127,
43383387,27/08/2015,61.68,Application 34,Repo 127,
43383387,28/08/2015,76.82,Application 34,Repo 127,
43383387,31/08/2015,45.49,Application 34,Repo 127,
43383387,01/09/2015,78.61,Application 34,Repo 127,
43383387,02/09/2015,30.83,Application 34,Repo 127,
43383387,03/09/2015,29.61,Application 34,Repo 127,
43383387,04/09/2015,75.97,Application 34,Repo 127,
43383387,07/09/2015,57.29,Application 34,Repo 127,
43383387,08/09/2015,52.1,Application 34,Repo 127,
43383387,10/09/2015,62.07,Application 34,Repo 127,
43383387,11/09/2015,61.44,Application 34,Repo 127,
43383387,15/09/2015,50.46,Application 34,Repo 127,
43383387,16/09/2015,0.43,Application 34,Repo 127,
43383387,17/09/2015,108.67,Application 34,Repo 127,
43383387,18/09/2015,46.41,Application 34,Repo 127,
43383387,21/09/2015,12.72,Application 34,Repo 127,
43383387,22/09/2015,48.07,Application 34,Repo 127,
43383387,24/09/2015,46.43,Application 34,Repo 127,
43383387,25/09/2015,63.76,Application 34,Repo 127,
43383414,08/07/2015,64.47,Null,Repo 543,
43383414,10/07/2015,50.26,Null,Repo 543,
43383414,16/07/2015,42.3,Null,Repo 543,
43383414,17/07/2015,35.86,Null,Repo 543,
43383414,23/07/2015,31.26,Null,Repo 543,
43383414,24/07/2015,23.13,Null,Repo 543,
43383414,27/07/2015,59.36,Null,Repo 543,
43383414,28/07/2015,79.15,Null,Repo 543,
43383414,29/07/2015,20.21,Null,Repo 543,
43383414,30/07/2015,60.39,Null,Repo 543,
43383414,03/08/2015,11.16,Null,Repo 543,
43383414,04/08/2015,18.79,Null,Repo 543,
43383414,14/08/2015,9.51,Null,Repo 543,
43383414,13/07/2015,0.04,Application 193,Repo 544,
43383414,08/07/2015,2.55,Null,Repo 130,
43383414,28/07/2015,13.21,Null,Repo 130,
43383414,10/08/2015,5.14,Null,Repo 130,
43383414,14/09/2015,26.45,Null,Repo 130,
43383414,15/09/2015,7.22,Null,Repo 130,
43383414,16/09/2015,24.58,Null,Repo 130,
43383414,17/09/2015,2.83,Null,Repo 130,
43383414,21/09/2015,62.57,Null,Repo 130,
43383416,01/07/2015,15.39,Application 193,Repo 544,
43383416,02/07/2015,0.9,Application 193,Repo 544,
43383416,03/07/2015,5.61,Application 193,Repo 544,
43383416,10/07/2015,21.83,Application 193,Repo 544,
43383416,28/07/2015,30.19,Application 193,Repo 544,
43383416,04/08/2015,18.94,Application 193,Repo 544,
43383416,06/08/2015,11.34,Application 193,Repo 544,
43383416,07/08/2015,93.28,Application 193,Repo 544,
43383416,12/08/2015,4.28,Application 193,Repo 544,
43383416,13/08/2015,50.76,Application 193,Repo 544,
43383416,19/08/2015,105.13,Application 193,Repo 544,
43383416,21/08/2015,68.24,Application 193,Repo 544,
43383416,25/08/2015,88.57,Application 193,Repo 544,
43383416,27/08/2015,84.65,Application 193,Repo 544,
43383416,31/08/2015,108.94,Application 193,Repo 544,
43383416,03/09/2015,79.29,Application 193,Repo 544,
43383416,04/09/2015,10.08,Application 193,Repo 544,
43383416,08/09/2015,124.22,Application 193,Repo 544,
43383416,09/09/2015,200.41,Application 193,Repo 544,
43383416,10/09/2015,37.62,Application 193,Repo 544,
43383416,11/09/2015,56.19,Application 193,Repo 544,
43383416,14/09/2015,28.5,Application 193,Repo 544,
43383416,15/09/2015,5.4,Application 193,Repo 544,
43383416,16/09/2015,13.92,Application 193,Repo 544,
43383416,17/09/2015,10.68,Application 193,Repo 544,
43383416,18/09/2015,22.8,Application 193,Repo 544,
43383416,21/09/2015,5.1,Application 193,Repo 544,
43383416,23/09/2015,42.98,Application 193,Repo 544,
43383416,24/09/2015,13.44,Application 193,Repo 544,
43383416,25/09/2015,13.97,Application 193,Repo 544,
43383416,30/09/2015,23.01,Application 193,Repo 544,
43383472,27/07/2015,51.59,Application 52,Repo 233,
43383472,28/07/2015,22.02,Application 52,Repo 233,
43383472,01/09/2015,53.83,Application 52,Repo 233,ycb-50738
43383472,01/09/2015,53.83,Application 52,Repo 233,ycb-50772
43383472,03/09/2015,21.57,Application 52,Repo 233,ycb-50738
43383472,03/09/2015,21.57,Application 52,Repo 233,ycb-50772
43383472,04/09/2015,2.26,Application 52,Repo 233,ycb-50738
43383472,04/09/2015,2.26,Application 52,Repo 233,ycb-50772
43383472,15/09/2015,73.07,Application 52,Repo 233,ycb-50755
43383472,23/09/2015,92.06,Application 52,Repo 233,
43383524,08/09/2015,137.81,Application 7,Repo 1019,
43383524,09/09/2015,93.31,Application 7,Repo 1019,
43383524,10/09/2015,16.63,Application 7,Repo 1019,
43383524,23/09/2015,67.45,Application 7,Repo 1019,
43383524,25/09/2015,110.39,Application 7,Repo 1019,
43383524,28/09/2015,7.57,Application 7,Repo 1019,
43383524,30/09/2015,182.08,Application 7,Repo 1019,
43383524,02/07/2015,65.93,Application 7,Repo 750,zxe-2440
43383524,07/07/2015,0.08,Application 7,Repo 750,zxe-2566
43383524,08/07/2015,47.68,Application 7,Repo 750,zxe-2566
43383524,10/07/2015,14.2,Application 7,Repo 750,
43383524,13/07/2015,23.29,Application 7,Repo 750,zxe-2677
43383524,15/07/2015,35.07,Application 7,Repo 750,zxe-2559
43383524,16/07/2015,31.93,Application 7,Repo 750,
43383524,20/07/2015,30.72,Application 7,Repo 750,
43383524,22/07/2015,9.89,Application 7,Repo 750,
43383524,23/07/2015,10.66,Application 7,Repo 750,
43383524,27/07/2015,7.97,Application 7,Repo 750,
43383524,29/07/2015,55.57,Application 7,Repo 750,
43383524,05/08/2015,49.99,Application 7,Repo 750,
43383524,06/08/2015,13.88,Application 7,Repo 750,
43383524,10/08/2015,53.22,Application 7,Repo 750,
43383524,11/08/2015,4.39,Application 7,Repo 750,
43383524,12/08/2015,18.09,Application 7,Repo 750,
43383524,14/08/2015,75.05,Application 7,Repo 750,
43383524,20/08/2015,14.1,Application 7,Repo 750,
43383524,01/09/2015,34.54,Application 7,Repo 750,zxe-2969
43383524,02/09/2015,11.21,Application 7,Repo 750,zxe-1711
43383524,02/09/2015,39.54,Application 7,Repo 750,zxe-2969
43383524,07/09/2015,51.13,Application 7,Repo 750,zxe-2984
43383524,08/09/2015,26.14,Application 7,Repo 750,
43383524,08/09/2015,0.43,Application 7,Repo 750,zxe-2969
43383524,10/09/2015,9.74,Application 7,Repo 750,
43383524,10/09/2015,14.07,Application 7,Repo 750,zxe-2984
43383524,11/09/2015,11.62,Application 7,Repo 750,zxe-2969
43383524,14/09/2015,12.9,Application 7,Repo 750,zxe-3132
43383524,16/09/2015,8.9,Application 7,Repo 750,
43383524,17/09/2015,15.93,Application 7,Repo 750,zxe-3140
43383524,23/09/2015,24.94,Application 7,Repo 750,
43383524,25/09/2015,0.05,Application 7,Repo 750,
43383524,30/09/2015,97.92,Application 7,Repo 750,
43383524,30/09/2015,13.24,Application 7,Repo 750,zxe-3174
43383524,02/07/2015,174.64,Application 7,Repo 1055,zxe-2440
43383524,06/07/2015,8.41,Application 7,Repo 1055,
43383524,06/07/2015,11.6,Application 7,Repo 1055,zxe-2440
43383524,06/07/2015,29.89,Application 7,Repo 1055,zxe-2566
43383524,07/07/2015,19.35,Application 7,Repo 1055,zxe-2566
43383524,08/07/2015,57.68,Application 7,Repo 1055,zxe-2643
43383524,09/07/2015,0.26,Application 7,Repo 1055,zxe-2652
43383524,10/07/2015,2.33,Application 7,Repo 1055,
43383524,10/07/2015,1.39,Application 7,Repo 1055,zxe-2651
43383524,10/07/2015,8.87,Application 7,Repo 1055,zxe-2669
43383524,10/07/2015,7.42,Application 7,Repo 1055,zxe-2670
43383524,10/07/2015,5.88,Application 7,Repo 1055,zxe-2673
43383524,13/07/2015,60.89,Application 7,Repo 1055,zxe-2677
43383524,14/07/2015,6.24,Application 7,Repo 1055,
43383524,15/07/2015,15.05,Application 7,Repo 1055,
43383524,15/07/2015,0.44,Application 7,Repo 1055,zxe-2677
43383524,15/07/2015,30.2,Application 7,Repo 1055,zxe-2701
43383524,16/07/2015,17.82,Application 7,Repo 1055,
43383524,17/07/2015,12.59,Application 7,Repo 1055,
43383524,20/07/2015,7.28,Application 7,Repo 1055,zxe-2719
43383524,21/07/2015,0.29,Application 7,Repo 1055,zxe-2766
43383524,22/07/2015,53.36,Application 7,Repo 1055,zxe-2766
43383524,23/07/2015,21.33,Application 7,Repo 1055,
43383524,23/07/2015,6.54,Application 7,Repo 1055,zxe-2552
43383524,24/07/2015,10.07,Application 7,Repo 1055,
43383524,24/07/2015,0.3,Application 7,Repo 1055,zxe-2696
43383524,28/07/2015,32.16,Application 7,Repo 1055,
43383524,29/07/2015,4.74,Application 7,Repo 1055,
43383524,29/07/2015,33.05,Application 7,Repo 1055,zxe-2518
43383524,29/07/2015,18.59,Application 7,Repo 1055,zxe-2659
43383524,30/07/2015,32.5,Application 7,Repo 1055,
43383524,05/08/2015,3.4,Application 7,Repo 1055,
43383524,06/08/2015,279.17,Application 7,Repo 1055,
43383524,07/08/2015,0.6,Application 7,Repo 1055,
43383524,10/08/2015,3.39,Application 7,Repo 1055,
43383524,11/08/2015,3.39,Application 7,Repo 1055,
43383524,12/08/2015,113.62,Application 7,Repo 1055,
43383524,12/08/2015,12.76,Application 7,Repo 1055,zxe-2659
43383524,13/08/2015,2.32,Application 7,Repo 1055,
43383524,13/08/2015,4.41,Application 7,Repo 1055,zxe-2053
43383524,14/08/2015,30.18,Application 7,Repo 1055,
43383524,17/08/2015,12.04,Application 7,Repo 1055,
43383524,17/08/2015,0.59,Application 7,Repo 1055,zxe-2659
43383524,20/08/2015,44.61,Application 7,Repo 1055,
43383524,21/08/2015,23.4,Application 7,Repo 1055,
43383524,28/08/2015,13.13,Application 7,Repo 1055,zxe-2872
43383524,28/08/2015,19.24,Application 7,Repo 1055,zxe-3009
43383524,01/09/2015,3.4,Application 7,Repo 1055,
43383524,01/09/2015,26.66,Application 7,Repo 1055,zxe-3024
43383524,07/09/2015,3.45,Application 7,Repo 1055,
43383524,07/09/2015,111.4,Application 7,Repo 1055,zxe-2984
43383524,08/09/2015,0.17,Application 7,Repo 1055,
43383524,08/09/2015,0.27,Application 7,Repo 1055,zxe-2969
43383524,09/09/2015,3.39,Application 7,Repo 1055,
43383524,10/09/2015,45.39,Application 7,Repo 1055,
43383524,10/09/2015,13.96,Application 7,Repo 1055,zxe-2984
43383524,11/09/2015,97.1,Application 7,Repo 1055,zxe-2969
43383524,14/09/2015,33.21,Application 7,Repo 1055,
43383524,14/09/2015,60.28,Application 7,Repo 1055,zxe-3132
43383524,16/09/2015,78.49,Application 7,Repo 1055,
43383524,16/09/2015,225.26,Application 7,Repo 1055,zxe-2794
43383524,16/09/2015,0.33,Application 7,Repo 1055,zxe-3171
43383524,17/09/2015,69.83,Application 7,Repo 1055,zxe-3140
43383524,18/09/2015,2.65,Application 7,Repo 1055,
43383524,18/09/2015,1.17,Application 7,Repo 1055,zxe-3140
43383524,18/09/2015,3.67,Application 7,Repo 1055,zxe-3192
43383524,21/09/2015,82.57,Application 7,Repo 1055,zxe-3140
43383524,22/09/2015,92.46,Application 7,Repo 1055,
43383524,23/09/2015,11.76,Application 7,Repo 1055,
43383524,23/09/2015,30.6,Application 7,Repo 1055,zxe-3203
43383524,24/09/2015,39.35,Application 7,Repo 1055,
43383524,25/09/2015,17.02,Application 7,Repo 1055,
43383525,20/08/2015,38.4,Application 7,Repo 1019,
43383525,21/08/2015,44.73,Application 7,Repo 1019,
43383525,25/08/2015,37.87,Application 7,Repo 1019,
43383525,28/08/2015,10.02,Application 7,Repo 1019,
43383525,01/09/2015,0.02,Application 7,Repo 1019,
43383525,02/09/2015,17.04,Application 7,Repo 1019,
43383525,04/09/2015,44.36,Application 7,Repo 1019,
43383525,09/09/2015,12.16,Application 7,Repo 1019,
43383525,02/07/2015,7.59,Application 7,Repo 1248,
43383525,17/07/2015,14.48,Application 7,Repo 1248,
43383525,24/07/2015,21.31,Application 7,Repo 1248,
43383525,10/08/2015,24.84,Application 7,Repo 1248,
43383525,11/08/2015,40.31,Application 7,Repo 1248,
43383525,14/08/2015,6.51,Application 7,Repo 1248,
43383525,17/08/2015,62.86,Application 7,Repo 1248,
43383525,19/08/2015,2.39,Application 7,Repo 1248,
43383525,21/08/2015,19.24,Application 7,Repo 1248,
43383525,26/08/2015,10.54,Application 7,Repo 1248,
43383525,27/08/2015,6.1,Application 7,Repo 1248,
43383525,15/07/2015,62.91,Application 7,Repo 1249,
43383525,17/07/2015,27.17,Application 7,Repo 1249,
43383525,28/07/2015,13.2,Application 7,Repo 1249,
43383525,13/08/2015,8.08,Application 7,Repo 1249,
43383525,14/08/2015,54.47,Application 7,Repo 1249,
43383525,17/08/2015,0,Application 7,Repo 1249,
43383525,21/08/2015,8.05,Application 7,Repo 1249,
43383525,27/08/2015,6,Application 7,Repo 1249,
43383525,20/07/2015,5.34,Application 7,Repo 1250,
43383525,28/07/2015,6.62,Application 7,Repo 1250,
43383525,12/08/2015,15.33,Application 7,Repo 1250,
43383525,21/08/2015,2.95,Application 7,Repo 1250,
43383525,27/08/2015,14.97,Application 7,Repo 1250,
43383525,02/07/2015,13.91,Application 7,Repo 1251,
43383525,10/07/2015,7.17,Application 7,Repo 1251,
43383525,21/08/2015,2.92,Application 7,Repo 1251,
43383525,27/08/2015,2,Application 7,Repo 1251,
43383525,20/07/2015,0,Application 7,Repo 1252,
43383525,14/08/2015,0,Application 7,Repo 1252,
43383525,21/08/2015,0,Application 7,Repo 1252,
43383525,27/08/2015,0,Application 7,Repo 1252,
43383525,21/08/2015,2.99,Application 7,Repo 1253,
43383525,27/08/2015,2.05,Application 7,Repo 1253,
43383525,21/08/2015,1.98,Application 7,Repo 1254,
43383525,09/07/2015,37.59,Application 7,Repo 1255,
43383525,10/07/2015,24.38,Application 7,Repo 1255,
43383525,13/07/2015,4.83,Application 7,Repo 1255,
43383525,14/07/2015,11.94,Application 7,Repo 1255,
43383525,15/07/2015,22.46,Application 7,Repo 1255,
43383525,16/07/2015,50.49,Application 7,Repo 1255,
43383525,17/07/2015,27.66,Application 7,Repo 1255,
43383525,24/07/2015,6.35,Application 7,Repo 1255,
43383525,21/08/2015,3.06,Application 7,Repo 1255,
43383526,09/07/2015,0.01,Application 7,Repo 921,
43383526,30/07/2015,0,Application 7,Repo 1256,
43383526,20/08/2015,0,Application 7,Repo 1256,
43383526,02/09/2015,29.03,Application 7,Repo 1256,zxe-2892
43383526,03/09/2015,13.44,Application 7,Repo 1256,
43383526,04/09/2015,16.75,Application 7,Repo 1256,
43383526,14/09/2015,8.22,Application 7,Repo 1256,zxe-3139
43383526,15/09/2015,19.7,Application 7,Repo 1256,zxe-3139
43383526,16/09/2015,29.06,Application 7,Repo 1256,
43383526,16/09/2015,0.01,Application 7,Repo 1256,zxe-3166
43383526,17/09/2015,26.48,Application 7,Repo 1256,
43383526,23/09/2015,37.59,Application 7,Repo 1256,zxe-3167
43383526,30/09/2015,20.84,Application 7,Repo 1256,
43383526,16/09/2015,29.37,Application 7,Repo 1257,
43383526,16/09/2015,0.01,Application 7,Repo 1257,zxe-3166
43383526,17/09/2015,22.89,Application 7,Repo 1257,
43383526,23/09/2015,56.35,Application 7,Repo 1257,zxe-3167
43383526,30/09/2015,4.89,Application 7,Repo 1257,
43383526,07/07/2015,8.23,Application 7,Repo 924,
43383526,08/07/2015,2.3,Application 7,Repo 924,
43383526,07/07/2015,2.63,Application 7,Repo 925,
43383526,08/07/2015,2.3,Application 7,Repo 925,
43383526,07/07/2015,86.61,Application 7,Repo 928,zxe-2616
43383526,03/09/2015,9.01,Application 7,Repo 1258,
43383526,10/08/2015,5.26,Application 7,Repo 1259,
43383526,20/08/2015,509.28,Application 7,Repo 1259,
43383526,02/09/2015,31.48,Application 7,Repo 1259,
43383526,23/09/2015,29.57,Application 7,Repo 1259,
43383526,30/09/2015,73.45,Application 7,Repo 1259,
43383526,20/08/2015,0,Application 7,Repo 1260,
43383526,02/09/2015,0,Application 7,Repo 1260,
43383526,15/09/2015,0,Application 7,Repo 1260,
43383526,30/09/2015,0,Application 7,Repo 1260,
43383526,10/08/2015,4.77,Application 7,Repo 1261,
43383526,20/08/2015,114.77,Application 7,Repo 1261,
43383526,02/09/2015,93.9,Application 7,Repo 1261,
43383526,23/09/2015,98.71,Application 7,Repo 1261,
43383526,30/09/2015,49.29,Application 7,Repo 1261,
43383526,10/08/2015,4.91,Application 7,Repo 1262,
43383526,20/08/2015,19.66,Application 7,Repo 1262,
43383526,07/07/2015,0.12,Application 7,Repo 936,
43383526,08/07/2015,0.05,Application 7,Repo 936,
43383526,12/08/2015,0.01,Application 7,Repo 936,
43383526,20/08/2015,0.02,Application 7,Repo 936,
43383526,06/07/2015,11.85,Application 7,Repo 938,
43383526,20/08/2015,11.85,Application 7,Repo 938,
43383526,20/08/2015,19.41,Application 7,Repo 1263,
43383526,02/09/2015,11.65,Application 7,Repo 1263,
43383526,04/09/2015,14.2,Application 7,Repo 1263,
43383526,14/09/2015,2.93,Application 7,Repo 1263,
43383526,15/09/2015,13.08,Application 7,Repo 1263,
43383526,16/09/2015,5.47,Application 7,Repo 1263,
43383526,25/09/2015,33.1,Application 7,Repo 1263,
43383526,30/09/2015,19.55,Application 7,Repo 1263,
43383526,07/07/2015,10.59,Application 7,Repo 1264,
43383526,08/07/2015,2.3,Application 7,Repo 1264,
43383526,07/07/2015,2.63,Application 7,Repo 940,
43383526,08/07/2015,2.3,Application 7,Repo 940,
43383526,06/07/2015,11.07,Application 7,Repo 941,
43383526,08/07/2015,9.67,Application 7,Repo 941,zxe-2527
43383526,05/08/2015,15.99,Application 7,Repo 941,
43383526,17/08/2015,31.29,Application 7,Repo 941,
43383526,31/07/2015,31.96,Application 7,Repo 943,
43383526,10/08/2015,25.5,Application 7,Repo 943,
43383526,12/08/2015,9.5,Application 7,Repo 943,
43383533,01/07/2015,12.31,Null,Repo 560,ccb-2004
43383533,02/07/2015,0.11,Null,Repo 560,ccb-1695
43383533,02/07/2015,15.42,Null,Repo 560,ccb-2004
43383533,07/07/2015,0.33,Null,Repo 560,ccb-1901
43383533,09/07/2015,6.6,Null,Repo 560,ccb-1901
43383533,09/07/2015,0.66,Null,Repo 560,ccb-2043
43383533,10/07/2015,17.98,Null,Repo 560,ccb-1696
43383533,10/07/2015,33.63,Null,Repo 560,ccb-1901
43383533,13/07/2015,7.91,Null,Repo 560,ccb-1901
43383533,14/07/2015,3.44,Null,Repo 560,ccb-1695
43383533,14/07/2015,0.15,Null,Repo 560,ccb-1901
43383533,14/07/2015,8.35,Null,Repo 560,ccb-2004
43383533,14/07/2015,48.06,Null,Repo 560,ccb-2055
43383533,16/07/2015,0.15,Null,Repo 560,ccb-1903
43383533,20/07/2015,17.46,Null,Repo 560,ccb-2043
43383533,20/07/2015,9.22,Null,Repo 560,ccb-2087
43383533,24/07/2015,1.4,Null,Repo 560,
43383533,24/07/2015,51,Null,Repo 560,ccb-2100
43383533,27/07/2015,0.43,Null,Repo 560,ccb-2100
43383533,28/07/2015,0.35,Null,Repo 560,ccb-2100
43383533,29/07/2015,18.52,Null,Repo 560,ccb-2063
43383533,30/07/2015,5.15,Null,Repo 560,ccb-2100
43383533,04/08/2015,69.64,Null,Repo 560,ccb-2132
43383533,05/08/2015,61.05,Null,Repo 560,ccb-2132
43383533,05/08/2015,25.28,Null,Repo 560,ccb-2155
43383533,05/08/2015,0.29,Null,Repo 560,ccb-2162
43383533,06/08/2015,0.37,Null,Repo 560,ccb-2100
43383533,06/08/2015,3.79,Null,Repo 560,ccb-2132
43383533,07/08/2015,2.82,Null,Repo 560,ccb-2100
43383533,07/08/2015,0.12,Null,Repo 560,ccb-2170
43383533,07/08/2015,10.84,Null,Repo 560,ccb-2171
43383533,10/08/2015,7.55,Null,Repo 560,ccb-2171
43383533,11/08/2015,2.6,Null,Repo 560,ccb-2100
43383533,11/08/2015,1.43,Null,Repo 560,ccb-2171
43383533,21/08/2015,78.25,Null,Repo 560,
43383533,01/09/2015,1.82,Null,Repo 560,
43383533,02/09/2015,2.13,Null,Repo 560,
43383533,04/09/2015,7.89,Null,Repo 560,
43383533,10/09/2015,2.25,Null,Repo 560,
43383533,11/09/2015,106.49,Null,Repo 560,ccb-2230
43383533,14/09/2015,19.34,Null,Repo 560,ccb-2230
43383533,15/09/2015,22.6,Null,Repo 560,ccb-2230
43383533,16/09/2015,11.19,Null,Repo 560,
43383533,17/09/2015,27.97,Null,Repo 560,ccb-2230
43383533,18/09/2015,106.8,Null,Repo 560,ccb-2230
43383533,21/09/2015,10.87,Null,Repo 560,ccb-2230
43383533,22/09/2015,8.05,Null,Repo 560,ccb-2230
43383533,23/09/2015,4.65,Null,Repo 560,
43383533,29/07/2015,17.21,Null,Repo 561,ccb-2063
43383533,24/09/2015,9.01,Null,Repo 561,
43383534,01/07/2015,0.13,Null,Repo 560,ccb-1962
43383534,02/07/2015,0.45,Null,Repo 560,ccb-805
43383534,06/07/2015,38.45,Null,Repo 560,ccb-435
43383534,07/07/2015,0.57,Null,Repo 560,ccb-435
43383534,08/07/2015,35.39,Null,Repo 560,ccb-1696
43383534,09/07/2015,78.84,Null,Repo 560,ccb-2042
43383534,15/07/2015,3.33,Null,Repo 560,ccb-1696
43383534,16/07/2015,0.1,Null,Repo 560,ccb-1696
43383534,16/07/2015,19.88,Null,Repo 560,ccb-1962
43383534,16/07/2015,19.3,Null,Repo 560,ccb-2044
43383534,17/07/2015,8.65,Null,Repo 560,ccb-1962
43383534,17/07/2015,70.69,Null,Repo 560,ccb-2044
43383534,03/08/2015,5.69,Null,Repo 560,ccb-2135
43383534,03/08/2015,8.86,Null,Repo 560,ccb-2144
43383534,05/08/2015,48.54,Null,Repo 560,ccb-2083
43383534,06/08/2015,43.6,Null,Repo 560,ccb-2083
43383534,06/08/2015,5.2,Null,Repo 560,ccb-2135
43383534,10/08/2015,40.2,Null,Repo 560,ccb-2094
43383534,11/08/2015,8.79,Null,Repo 560,ccb-2094
43383534,12/08/2015,0.09,Null,Repo 560,ccb-2094
43383534,13/08/2015,3.74,Null,Repo 560,ccb-2083
43383534,13/08/2015,4.53,Null,Repo 560,ccb-2094
43383534,14/08/2015,1.44,Null,Repo 560,ccb-2083
43383534,24/08/2015,12.35,Null,Repo 560,ccb-2088
43383534,25/08/2015,72.57,Null,Repo 560,
43383534,26/08/2015,25.85,Null,Repo 560,
43383534,28/08/2015,39.94,Null,Repo 560,ccb-2088
43383534,31/08/2015,34.97,Null,Repo 560,
43383534,02/09/2015,7.09,Null,Repo 560,
43383534,03/09/2015,5.78,Null,Repo 560,
43383534,04/09/2015,44.15,Null,Repo 560,
43383534,09/09/2015,79.39,Null,Repo 560,ccb-2235
43383534,10/09/2015,28.68,Null,Repo 560,
43383534,14/09/2015,20.14,Null,Repo 560,
43383534,14/09/2015,4.31,Null,Repo 560,ccb-2235
43383534,15/09/2015,1.66,Null,Repo 560,
43383534,15/09/2015,19.26,Null,Repo 560,ccb-2230
43383534,17/09/2015,18.4,Null,Repo 560,ccb-2235
43383534,18/09/2015,69.02,Null,Repo 560,ccb-2230
43383534,21/09/2015,5.44,Null,Repo 560,ccb-2105
43383534,21/09/2015,21.02,Null,Repo 560,ccb-2230
43383534,22/09/2015,12.52,Null,Repo 560,ccb-2230
43383534,24/09/2015,60.38,Null,Repo 560,
43383534,28/09/2015,116.71,Null,Repo 560,
43383534,29/09/2015,29.78,Null,Repo 560,
43383534,30/09/2015,13.77,Null,Repo 560,
43383534,01/07/2015,8.65,Null,Repo 561,ccb-1962
43383536,13/07/2015,40.78,Application 1,Repo 1,cbb-7589
43383536,14/07/2015,5.22,Application 1,Repo 1,cbb-7589
43383536,15/07/2015,5.23,Application 1,Repo 1,cbb-7589
43383536,22/07/2015,5.51,Application 1,Repo 1,cbb-7589
43383536,07/09/2015,2.29,Application 397,Repo 1265,cbb-20991
43383536,15/09/2015,4.29,Application 397,Repo 1265,
43383536,07/07/2015,29.08,Application 242,Repo 1266,cbb-17028
43383536,09/07/2015,67.21,Application 242,Repo 1266,cbb-17028
43383536,27/07/2015,9.67,Application 242,Repo 1266,cbb-17028
43383536,07/08/2015,8.94,Application 242,Repo 1266,cbb-19785
43383536,02/09/2015,5.03,Application 242,Repo 1266,cbb-20803
43383536,07/09/2015,9.65,Application 242,Repo 1266,cbb-20806
43383536,08/09/2015,4.27,Application 242,Repo 1266,cbb-20806
43383536,23/09/2015,5.87,Application 242,Repo 1266,
43383536,28/09/2015,9.97,Application 242,Repo 1266,
43383536,29/09/2015,0,Application 242,Repo 1266,
43383536,24/07/2015,5.76,Application 242,Repo 1267,cbb-18136
43383536,27/07/2015,2.54,Application 242,Repo 1267,cbb-18136
43383536,27/07/2015,13.97,Application 242,Repo 1267,cbb-19181
43383536,07/08/2015,6.29,Application 242,Repo 1267,cbb-19830
43383536,14/09/2015,2.64,Application 242,Repo 1267,
43383537,01/07/2015,8.61,Application 93,Repo 481,
43383537,02/07/2015,3.71,Application 93,Repo 481,cbb-16457
43383537,02/07/2015,42.17,Application 93,Repo 481,cbb-17170
43383537,06/07/2015,6.24,Application 93,Repo 481,
43383537,07/07/2015,3.27,Application 93,Repo 481,
43383537,07/07/2015,52.31,Application 93,Repo 481,cbb-15726
43383537,07/07/2015,0.02,Application 93,Repo 481,cbb-17168
43383537,07/07/2015,32.63,Application 93,Repo 481,cbb-17170
43383537,07/07/2015,9.6,Application 93,Repo 481,cbb-18088
43383537,09/07/2015,83.12,Application 93,Repo 481,cbb-17170
43383537,09/07/2015,2.11,Application 93,Repo 481,cbb-18088
43383537,10/07/2015,78.6,Application 93,Repo 481,cbb-17168
43383537,13/07/2015,0.04,Application 93,Repo 481,
43383537,13/07/2015,12.78,Application 93,Repo 481,cbb-17168
43383537,14/07/2015,26.57,Application 93,Repo 481,cbb-17168
43383537,14/07/2015,22.88,Application 93,Repo 481,cbb-17722
43383537,15/07/2015,11.55,Application 93,Repo 481,cbb-17168
43383537,20/07/2015,17.61,Application 93,Repo 481,
43383537,20/07/2015,2.32,Application 93,Repo 481,cbb-18876
43383537,21/07/2015,9.72,Application 93,Repo 481,
43383537,21/07/2015,6.57,Application 93,Repo 481,cbb-17168
43383537,22/07/2015,12.35,Application 93,Repo 481,
43383537,23/07/2015,0.01,Application 93,Repo 481,cbb-16457
43383537,24/07/2015,13.57,Application 93,Repo 481,
43383537,27/07/2015,27.17,Application 93,Repo 481,
43383537,27/07/2015,73.77,Application 93,Repo 481,cbb-17171
43383537,28/07/2015,2.31,Application 93,Repo 481,
43383537,30/07/2015,50.46,Application 93,Repo 481,cbb-18612
43383537,30/07/2015,5.38,Application 93,Repo 481,cbb-19100
43383537,31/07/2015,9.27,Application 93,Repo 481,
43383537,31/07/2015,3.31,Application 93,Repo 481,cbb-18612
43383537,03/08/2015,6.01,Application 93,Repo 481,
43383537,03/08/2015,16.86,Application 93,Repo 481,cbb-15742
43383537,03/08/2015,4.54,Application 93,Repo 481,cbb-17087
43383537,03/08/2015,68.17,Application 93,Repo 481,cbb-17171
43383537,03/08/2015,46.26,Application 93,Repo 481,cbb-18612
43383537,04/08/2015,3.29,Application 93,Repo 481,
43383537,06/08/2015,8.2,Application 93,Repo 481,cbb-17171
43383537,06/08/2015,20.35,Application 93,Repo 481,cbb-18612
